ID,TARGET
4428597304,1
1092910513,1
3116227489,1
722875584,1
3151576209,1
754041571,1
10154382218,1
1154313006,1
1045328432,1
581124005,1
451443454,1
573304520,1
75547301,1
460822219,1
105363926,1
432789203,1
345840792,1
518970254,1
1152895244,1
819235510,1
1152382965,1
1132563923,1
447251313,1
1032459086,1
433565247,1
1141008451,1
519619786,1
733710308,1
516458566,1
1142874991,1
713515872,1
5124354532,1
5119304628,1
7407524750,1
378083939,1
745154856,1
1153116691,1
576962798,1
3151550910,1
596033344,1
109351655,1
514134232,1
734771440,1
1149605235,1
565079568,1
732817587,1
86403112,1
1057250967,1
3399105835,1
467945455,1
566163178,1
732461081,1
1033394489,1
570821060,1
58196863,1
332455807,1
5413550070,1
1152431834,1
412381809,1
523548380,1
4390908751,1
1041098766,1
1153220037,1
734685065,1
3151770150,1
88303148,1
59664860,1
828763847,1
514132206,1
10449011191,1
129053560,1
1430179743,1
491224224,1
452572092,1
828302552,1
453229528,1
1150363034,1
1148364791,1
76728712,1
74425466,1
633244039,1
112337989,1
1380239191,1
751435188,1
442206971,1
1140339836,1
108694478,1
87654334,1
819223673,1
1062852678,1
736003018,1
748482373,1
1048604829,1
5444750092,1
1028909785,1
568272460,1
8398388351,1
1154330784,1
1153241174,1
523552710,1
5414148547,1
632322057,1
5406895683,1
450154298,1
569961722,1
569838766,1
366879781,1
569754651,1
88316120,1
528547268,1
4383565256,1
10123980243,1
7389375418,1
389910616,1
1016875043,1
1153976779,1
568335817,1
65839978,2
4412165723,2
59493667,2
7394257037,2
1411666554,2
643582069,2
1153157385,2
416868441,2
6438193360,2
610149614,2
4403485766,2
5397643700,2
4299663553,2
635208844,2
5417600911,2
1220591052,2
6165518105,2
1153920386,2
145687944,2
360528171,2
477702586,2
5124489156,2
644431082,2
1443354955,2
411748914,2
7296773710,2
497544679,2
1410545658,2
630447247,2
732064893,2
4434032627,2
641606594,2
395531999,2
4108840401,2
635869943,2
87267511,2
381934901,2
5111402723,2
373136209,2
1386383596,2
3388017452,2
3112302764,2
813220311,2
643537998,2
638060325,2
422168020,2
392290479,2
7387953829,2
1142358416,2
10442718849,2
10152268276,2
5299754944,2
4109053463,2
1436835899,2
346176203,2
6412711584,2
4386453590,2
1153499448,2
595914652,2
85192697,2
585632496,2
374473698,2
1153769326,2
638156567,2
1150096254,2
398017055,2
612314710,2
731278708,2
116645831,2
738534116,2
648628780,2
645099889,2
8436188741,2
758748768,2
88164870,2
585397590,2
59843688,2
3107616808,2
824913869,2
633928418,2
1425157096,2
87637330,2
5408988862,2
1146424924,2
1152703882,2
5108047290,2
366983524,2
10427412876,2
6424683225,2
631754512,2
6441099978,2
59690672,2
134470668,2
5417863967,2
1149873980,2
462381145,2
1446874849,2
636415677,2
452492128,2
810072312,2
648100365,2
10410574447,2
7378073563,2
810558508,2
758543850,2
4430613900,2
440172358,2
7296927805,2
3116179417,2
10298066193,2
827667738,2
10444015447,2
5119704399,2
155673196,2
1151326577,2
5413139988,2
8398399495,2
1151090661,2
1150883984,2
517548580,2
435651766,2
514099346,2
732143842,2
1151134462,2
5113489255,2
729291586,2
1153138347,2
7417558874,2
1146523752,2
86355416,2
590234972,2
6429678577,2
1435637828,2
639792745,2
1092635712,2
497000415,2
3389380480,2
386783863,2
1394579070,2
518946240,2
59686771,2
1041284964,2
4399287503,2
371826472,2
5422959659,2
5113345117,2
562816910,2
568856012,2
10429058292,2
810492576,2
8422169670,2
3151777927,2
345849178,2
1152424330,2
810025659,2
755387648,2
361052950,2
6444478091,2
84252459,2
4422293803,2
1389315513,2
511840063,2
815302602,2
5390178618,2
1154179662,2
8404397071,2
4300037059,2
75955803,2
7385264432,2
1414418099,2
645229087,2
754636135,2
10435464385,2
513369846,2
817656224,2
811417339,2
57852580,2
820786534,2
54528742,2
1125429454,2
1063787088,2
633998239,2
4403269375,2
831632630,2
3393011118,2
633444121,2
1023626275,2
111026039,2
634298624,2
5121833942,2
830455783,2
640206162,2
109419506,2
435576238,2
4109298884,2
612913170,2
636298543,2
824083246,2
1152804578,2
1145995951,2
